1,2015,1,1
1,2013,1,1
1,2012,1,2
1,0,1,1
1,1991,2,3
1,0,1,1
2,0,3,4
1,2015,1,1
3,0,1,5
1,2014,1,1
1,0,1,1
1,2014,1,1
4,2015,4,6
1,2013,1,1
1,0,1,1
3,0,5,7
1,0,1,5
5,0,6,8
1,0,5,7
2,0,7,9
2,2013,8,10
6,2011,9,11
3,0,10,12
7,2009,1,13
1,2010,1,1
5,2009,11,14
8,2006,12,15
1,2012,1,1
9,2007,13,16
1,0,1,1
10,2014,1,1
11,2014,1,1
1,2014,1,1
1,1991,1,17
1,2008,14,18
12,2008,10,19
1,2008,14,20
1,2011,15,21
1,0,16,22
13,2013,17,23
1,2014,1,1
14,2006,18,24
1,0,1,1
1,0,14,25
3,0,19,26
1,2014,1,1
1,2013,1,1
1,0,1,1
1,2014,1,1
3,0,19,27
1,2011,1,28
1,0,1,1
1,2014,1,1
13,2014,1,1
1,1995,1,28
15,2007,20,29
3,0,21,30
1,0,19,26
1,2014,1,1
16,1993,22,31
17,2015,1,32
3,2014,23,33
1,2007,24,34
1,0,21,7
13,0,1,7
3,0,25,35
1,2016,1,1
1,2005,19,36
18,0,1,37
1,0,1,1
19,0,14,7
1,0,5,7
1,2012,14,38
1,2014,1,1
3,0,1,1
20,2014,1,1
21,2015,1,1
5,0,5,7
22,0,1,1
1,0,5,7
1,0,1,1
1,0,26,39
1,0,26,7
10,1989,27,40
23,0,5,7
14,2013,28,41
1,2014,1,1
3,0,1,7
1,0,29,42
8,2005,12,43
1,2010,1,1
24,2015,1,2
1,0,1,2
1,2013,1,1
24,2013,30,44
24,2013,31,45
24,0,31,46
1,2014,14,47
25,2012,32,48
1,2013,1,37
1,2005,1,49
1,2012,14,50
1,2012,1,2
1,2012,1,51
1,2006,1,2
24,2014,33,52
20,1985,33,53
24,1985,31,54
1,2005,1,17
1,0,21,55
26,2016,1,2
1,2012,1,37
1,2017,1,2
1,0,1,2
1,2012,16,56
27,2015,1,2
3,2014,1,2
28,2014,1,57
1,2016,1,2
1,0,1,2
1,2015,1,2
13,1998,34,58
24,0,5,7
1,0,14,47
1,0,5,7
1,2016,1,37
1,2015,1,1
1,2011,35,59
1,2003,36,60
1,0,1,7
1,0,1,7
1,2016,1,2
1,2016,1,2
1,2016,1,7
24,0,37,61
1,0,1,37
1,2016,1,32
1,2013,1,2
29,2015,38,62
1,2013,1,2
1,0,1,2
13,0,5,7
1,0,1,63
1,2015,1,2
3,0,1,64
24,2013,39,7
3,2016,35,65
1,2015,35,59
3,0,1,7
1,0,1,17
1,2011,1,2
1,0,1,5
1,2003,1,2
1,0,1,2
1,0,1,2
1,0,1,2
20,2015,1,2
30,2015,1,2
31,2011,40,66
1,0,1,7
1,0,1,7
1,0,1,7
32,1979,41,67
1,2010,14,68
1,2013,1,7
1,0,1,28
1,0,14,69
33,2012,42,70
1,2012,43,71
1,2014,1,1
5,2014,1,1
34,2010,35,59
24,1982,42,72
1,0,5,7
1,2012,1,37
3,0,5,7
1,2012,14,73
1,0,1,7
35,0,44,7
1,0,5,7
4,0,5,7
10,0,5,7
1,0,5,7
36,0,5,7
1,0,5,7
1,0,5,7
37,2007,45,7
38,2012,46,74
39,2013,16,75
1,2010,14,18
1,2010,14,76
1,0,5,7
1,0,5,7
20,2009,47,77
3,0,5,7
1,2013,1,28
12,0,5,7
1,2012,21,55
1,0,5,7
20,2014,48,78
20,2007,49,79
20,2013,50,80
20,2012,51,81
1,2009,14,82
37,0,5,7
1,2010,14,83
1,2003,52,84
38,2006,53,85
37,2014,45,86
5,0,6,87
1,2007,14,88
1,2010,14,47
1,1981,14,47
1,0,5,7
1,2009,54,89
1,0,27,90
1,0,16,91
1,2010,55,92
1,2013,1,93
