25657305,2,280,2016,1116,33653,2,280
7541800,1,2,2013,2187,14633,2,280
8119048,2,280,1996,2187,12864,2,280
13816847,2,280,1999,2187,14633,2,280
14592507,2,280,2004,1116,27428,2,280
24036514,2,21806,0,1116,7657,2,280
32359906,2,650,0,1116,33653,2,280
40395836,2,280,2018,2187,34057,2,280
42037877,2,280,2018,1116,33653,2,280
50954814,2,280,2014,6775,33918,2,280
52415232,2,280,0,21511,34031,2,280
54219918,2,280,2019,6775,11709,2,280
54219918,2,280,2019,6775,33923,2,280
89289677,2,280,0,2664,34044,2,280
90696311,2,280,0,3085,2153266,2,280
93206230,2,280,2012,2187,34057,2,280
93206230,2,280,2014,2187,11730,2,280
132124131,2,280,0,1116,33657,2,280
138298330,2,280,0,2187,11730,2,280
139630191,2,280,0,6775,1038240,2,280
141199261,2,280,0,2187,22209,2,280
146892678,2,280,0,2187,14633,2,280
148917712,2,280,0,1116,33653,2,280
161311586,2,280,0,2187,15556,2,280
192054937,2,280,2015,2187,34059,2,280
203702855,2,280,2007,2187,34059,2,280
203702855,2,280,1997,2187,34057,2,280
252866714,2,280,0,1116,17471,2,280
308076590,2,280,2014,1116,17471,2,280
336258278,2,280,0,2187,12864,2,280
349941844,2,280,2015,1116,17471,2,280
371133379,2,280,0,6775,11709,2,280
17429543,1,1,1997,2187,57108,2,280
133397219,2,280,2014,6733,2152747,2,280
2627872,2,280,2001,2664,69089,2,280
4371589,2,280,2009,1116,27428,2,280
4860511,1,26,2009,1223,10415,2,280
5339972,145,1901538,0,21511,34031,2,280
7873837,1,1,0,6775,33921,2,280
9109197,2,280,2004,2187,5391,2,280
10091916,2,280,0,6775,11273,2,280
10501472,10,1960291,0,1116,33652,2,280
10711097,2,280,0,1116,33645,2,280
12605577,2,280,2006,2664,34044,2,280
16644200,2,280,0,1223,10415,2,280
18136217,10,1914789,2011,6733,2152748,2,280
19167119,2,280,2005,2187,34059,2,280
23515578,2,280,2010,2187,14633,2,280
25624849,2,280,0,21511,34031,2,280
27336478,2,280,0,1116,17847,2,280
33276063,2,280,2014,7440,2151567,2,280
40237181,2,5226,0,2187,34059,2,280
41664932,2,280,2009,2187,34059,2,280
42151849,2,280,2007,1223,13718,2,280
51540608,2,280,0,2187,5391,2,280
53659006,2,280,2015,2187,12864,2,280
57212262,2,280,0,2187,12864,2,280
58265481,2,280,2008,3085,2153266,2,280
63908686,2,280,2018,1116,33652,2,280
64066372,2,280,0,1223,24292,2,280
67223478,2,280,2006,6775,33923,2,280
67246301,2,280,2015,6775,33912,2,280
71187088,2,280,0,2187,26751,2,280
82041096,2,280,0,2187,26751,2,280
94894740,2,280,2020,1223,10415,2,280
99061035,2,280,0,2187,34059,2,280
99063768,2,280,0,1223,22404,2,280
102475841,2,0,0,6774,10864,2,280
105399097,2,280,2017,2187,271069,2,280
105716503,2,280,2009,21511,14414,2,280
125839395,2,280,0,7440,2151566,2,280
134143865,2,280,2019,1116,33650,2,280
134164365,2,280,2015,6733,2152745,2,280
135013211,2,280,0,2187,5391,2,280
137288989,2,17692,2013,2187,34059,2,280
138547488,2,280,0,2187,11730,2,280
142735100,2,280,0,7440,2151564,2,280
145266283,2,280,2015,2187,17524,2,280
159453034,2,280,2009,6775,33921,2,280
162366933,2,280,2010,1223,13718,2,280
171718432,2,280,0,2664,34045,2,280
173213883,2,280,0,2664,34045,2,280
174056585,2,280,0,2187,14633,2,280
178278678,2,0,0,6775,33924,2,280
178574161,2,314,0,1116,1777492,2,280
178653804,2,280,0,6775,33918,2,280
181482933,2,5222,0,21511,14414,2,280
181618406,2,292,0,6733,2152749,2,280
190397480,2,280,2011,1223,27360,2,280
196951817,2,280,2009,2187,5391,2,280
217017449,2,280,2010,1223,13718,2,280
218244907,2,280,2015,2187,5391,2,280
223586524,2,280,2013,1116,7657,2,280
224485115,2,314,0,1223,27360,2,280
234766078,2,280,2013,1223,12290,2,280
237637393,2,280,0,2187,14633,2,280
238021058,2,280,0,1223,13718,2,280
242763114,2,280,2016,2187,12864,2,280
320315893,1,26,2015,6733,2152745,2,280
570349,2,280,2005,6775,33923,2,280
1155861,2,280,0,2187,34059,2,280
2244468,2,280,0,2187,34059,2,280
2393713,2,280,2011,6775,33924,2,280
3540400,2,280,0,6775,1038240,2,280
3651257,2,280,2000,6774,9628,2,280
3729443,2,280,2004,2187,12864,2,280
4138645,2,280,2015,1223,27360,2,280
4602949,2,280,2010,1116,33653,2,280
5727708,2,280,2008,2187,14633,2,280
5794163,2,280,2007,3085,2153266,2,280
6432633,2,280,0,2187,34059,2,280
6494163,2,280,2003,1116,27428,2,280
6706598,2,280,2006,6775,33921,2,280
6709805,2,280,2012,1223,27360,2,280
6869532,2,280,2011,1116,17471,2,280
7074642,2,280,0,6775,33921,2,280
7392852,2,314,0,2187,34057,2,280
7420596,2,280,2005,1116,33653,2,280
7533804,2,280,2011,2187,11730,2,280
7789806,2,280,0,2187,12864,2,280
7849329,2,280,2004,2187,12864,2,280
7974480,2,280,2003,1223,10415,2,280
8169907,2,280,0,1116,33653,2,280
8177638,2,280,1997,2187,5391,2,280
8177638,2,280,2008,1223,27360,2,280
8272149,2,280,2006,6775,35350,2,280
8362682,2,280,2002,2187,1777373,2,280
8580688,2,280,2004,6775,33913,2,280
8580688,2,280,2005,6775,11709,2,280
8616844,2,280,2009,2187,14633,2,280
8713314,2,280,0,6775,11709,2,280
8770360,2,280,1994,1223,10415,2,280
8891377,2,280,2005,1116,33651,2,280
9294945,2,280,2002,2187,11730,2,280
9413439,2,280,0,21511,34032,2,280
9803921,2,280,0,2187,12864,2,280
9808605,160,1922897,2009,6775,1038240,2,280
9911838,2,280,1986,2187,11293,2,280
9911838,2,280,1995,7440,2151564,2,280
9953807,2,280,2010,6733,2152745,2,280
10094264,2,280,2005,3085,2153267,2,280
10097774,2,280,0,2187,34059,2,280
10260739,2,280,2011,2187,15556,2,280
10381421,2,280,0,1116,17847,2,280
10420208,2,280,2001,6733,2152745,2,280
10632485,2,280,2011,2664,75291,2,280
10894443,2,280,0,2187,34057,2,280
11051297,2,280,2007,1116,31714,2,280
11090955,2,280,2012,6775,11709,2,280
11090955,2,280,2001,2187,12864,2,280
11112059,2,280,2001,6775,33918,2,280
11138983,2,280,2005,2187,12864,2,280
11164997,2,280,2012,1223,27360,2,280
11180545,2,280,2001,3085,2153266,2,280
11180545,2,280,2016,3085,2153267,2,280
11376582,180,2722620,2009,6775,35350,2,280
11439875,2,280,2009,2187,22209,2,280
11698485,2,280,0,6774,10864,2,280
11791395,2,280,0,1116,33652,2,280
11828446,2,280,2009,2187,14633,2,280
12514804,2,0,2009,3085,2153267,2,280
13074123,2,280,2000,2187,34059,2,280
13085070,2,280,2015,1116,17471,2,280
13712795,2,280,2010,6775,33921,2,280
13825972,2,280,2012,6775,33921,2,280
14013869,2,280,2010,2187,34059,2,280
14139202,2,280,0,2187,14633,2,280
14162070,2,280,1996,6774,20465,2,280
14312421,1,18779,2006,3085,2153269,2,280
14408333,1,26,2003,1116,33648,2,280
14605902,2,280,2014,7440,2151564,2,280
14721812,2,280,1993,2187,34057,2,280
14820504,2,280,2006,1116,31714,2,280
15129226,2,280,1979,2187,57108,2,280
15149170,2,280,2011,6775,75000,2,280
15251221,2,280,0,1223,12290,2,280
15349156,2,280,2004,2187,5391,2,280
15439722,2,280,2008,6774,9628,2,280
15569463,2,280,0,6733,2152748,2,280
15695627,2,280,2011,6775,11709,2,280
15697308,2,280,1992,6775,33919,2,280
16261476,2,280,2006,2187,11730,2,280
16304410,2,280,2007,2187,14633,2,280
16485890,2,280,2010,2187,12864,2,280
16872073,2,280,1998,2187,57108,2,280
16872073,2,280,2007,2187,5391,2,280
17561342,2,280,0,2187,12864,2,280
17619702,2,280,2009,2187,15556,2,280
17686128,2,280,2002,2187,34059,2,280
17769619,2,280,0,6733,13540,2,280
18028057,2,280,2011,2187,14633,2,280
18168741,2,280,2009,1116,33651,2,280
18243223,2,280,2000,2187,12864,2,280
18742362,2,280,2012,1116,31714,2,280
19041822,2,280,2013,2187,34057,2,280
19382173,2,280,2006,6775,11709,2,280
19482149,2,280,2008,6733,346105,2,280
19606448,2,280,2016,3085,2153266,2,280
19845832,2,280,2014,2187,26751,2,280
19848217,2,280,0,6775,11709,2,280
20563177,2,280,0,2187,34059,2,280
20635176,2,280,2002,7440,69789,2,280
20818007,2,280,2007,2187,34059,2,280
20947986,2,280,2012,1223,2116620,2,280
23362413,2,314,2009,21511,34031,2,280
23498711,2,280,0,2187,34057,2,280
23514026,2,0,2005,1116,25039,2,280
23629825,2,280,2001,2187,14633,2,280
23817946,2,280,2013,1223,27360,2,280
24037335,2,280,2002,6733,13540,2,280
24037335,2,280,2003,6733,2152747,2,280
24796311,2,280,2000,21511,14414,2,280
25430859,2,280,0,2187,34059,2,280
26385211,2,280,2014,2187,34061,2,280
26560407,2,280,2008,6775,11709,2,280
26685087,2,314,2007,1116,33651,2,280
26685087,2,314,2011,2187,34057,2,280
26697391,2,280,2012,1223,27360,2,280
26853020,2,280,2012,6733,2152745,2,280
26919972,2,280,1998,6774,9628,2,280
27152536,2,280,1999,2187,14633,2,280
27326609,1,0,2002,6733,2152748,2,280
29279292,2,280,2011,1116,33650,2,280
29564260,2,280,2012,21511,34032,2,280
29878969,2,280,2008,2664,34045,2,280
29934194,2,280,2015,1116,27428,2,280
31326705,2,280,2001,2187,57108,2,280
32049600,2,280,2012,2187,11730,2,280
32410725,2,280,2000,1116,33648,2,280
32674928,2,280,0,2187,12864,2,280
32789037,2,280,2007,2664,34044,2,280
32996357,2,280,2008,2664,69089,2,280
33086946,2,280,2006,6733,2152746,2,280
33580190,2,280,2010,2664,74121,2,280
33682630,2,280,0,1116,31714,2,280
33682630,2,280,0,6775,33923,2,280
33682630,2,280,2013,6775,11709,2,280
33822355,2,0,2013,6774,10864,2,280
34085825,2,280,0,2187,34057,2,280
34396781,2,280,2011,1116,33651,2,280
35161570,2,280,2000,2187,5391,2,280
35829469,2,280,2010,6775,33921,2,280
37924890,2,280,0,6775,1038240,2,280
41308350,2,292,2013,3085,7231,2,280
41701954,2,280,2008,1116,33652,2,280
41766359,2,280,1989,2187,15556,2,280
42524780,2,280,0,2187,5391,2,280
42524780,2,280,0,6775,35350,2,280
42970169,2,280,2001,6775,33916,2,280
43684981,2,280,2004,6774,10864,2,280
43797061,2,0,0,6774,20465,2,280
44430191,2,280,2002,6775,35350,2,280
44608375,2,280,2011,2664,34044,2,280
44828318,1,1,2007,1116,7657,2,280
45658544,2,280,0,2187,14633,2,280
46216641,2,280,2017,21511,34031,2,280
48414915,2,280,0,1223,10415,2,280
49028923,2,280,0,1223,13718,2,280
49359475,2,280,2008,3085,7231,2,280
50446725,2,280,0,21511,34032,2,280
50530615,2,280,0,1116,33652,2,280
50760029,2,280,2015,2187,12864,2,280
51950522,2,280,2007,1116,17471,2,280
51950522,2,280,2011,2187,34059,2,280
52372099,2,280,2005,2187,5391,2,280
52593452,2,280,1986,1116,33648,2,280
52683142,2,280,0,2187,11730,2,280
53605353,2,280,2002,1116,33653,2,280
54454124,2,280,2004,7440,2151564,2,280
54984560,2,280,0,2187,14633,2,280
55281884,2,280,2008,2664,69089,2,280
55689365,2,280,0,2187,14633,2,280
56228374,2,280,0,2187,14633,2,280
57212098,2,280,1984,1116,33648,2,280
57607505,2,280,0,6775,11273,2,280
58099087,2,280,2010,2187,14633,2,280
58099087,2,280,0,2187,12864,2,280
59542504,2,280,0,2187,5391,2,280
60719814,2,280,0,3085,33687,2,280
62217241,2,280,1987,2187,5391,2,280
64317888,2,280,1989,1116,17847,2,280
64317888,2,280,2012,6775,33924,2,280
66742014,2,280,2002,1116,31714,2,280
67232023,2,280,0,2187,11730,2,280
68897999,2,280,2002,6775,11709,2,280
71989956,2,280,2005,6774,9628,2,280
72284368,2,22437,2007,6775,33921,2,280
73287120,2,280,2001,1116,33651,2,280
74543367,2,280,0,2187,34061,2,280
77681217,2,280,2007,3085,33680,2,280
81725454,2,280,1996,3085,7231,2,280
82892971,2,280,1982,7440,53395,2,280
83463461,2,280,0,6775,11709,2,280
84950141,2,280,0,6774,10864,2,280
85397866,2,280,0,2187,5391,2,280
87838093,2,280,2015,6774,33911,2,280
89544839,2,280,0,2187,12864,2,280
90681892,2,280,0,2187,14633,2,280
91522529,2,280,0,1116,33654,2,280
93983543,2,280,1992,2187,57108,2,280
96123629,2,280,2000,6775,33924,2,280
96487716,2,280,2016,6774,10864,2,280
97801735,2,280,2004,6775,33923,2,280
99007341,2,280,2002,2187,5391,2,280
102718094,2,280,0,6775,35350,2,280
102989997,2,280,0,1116,25039,2,280
103029569,1,1,2008,1116,33651,2,280
103157802,2,280,2015,1116,33653,2,280
106163881,2,280,0,2187,34059,2,280
106875142,2,280,2001,2187,11730,2,280
106875142,2,280,2005,2187,34061,2,280
107243455,2,280,2013,6775,33913,2,280
107243455,2,280,2014,6775,33924,2,280
107243455,2,280,2015,6775,11709,2,280
107243455,2,280,2019,6775,1038240,2,280
108826393,2,280,0,1116,31714,2,280
109599263,2,280,0,6775,1038240,2,280
110124798,2,280,0,1116,33648,2,280
111009392,2,280,2004,1116,31714,2,280
121814158,2,280,2010,6775,33921,2,280
123578178,2,280,2012,2187,5391,2,280
125243674,2,280,2017,3085,2153266,2,280
125243674,2,280,0,3085,2153267,2,280
127179869,2,280,2001,6733,2152750,2,280
127526299,2,280,2003,2664,34047,2,280
131868835,2,280,0,6774,9628,2,280
131949643,2,280,2009,2187,34059,2,280
132673742,2,280,0,6775,11709,2,280
133656883,2,280,2007,2187,12864,2,280
133890426,2,280,1990,2187,57108,2,280
134748849,1,478,0,21511,34032,2,280
135501554,2,280,2004,7440,2151567,2,280
135649318,2,280,0,3085,2153266,2,280
136073704,2,280,0,2187,26751,2,280
136713532,2,280,2012,21511,14414,2,280
136817052,2,280,2006,3085,7231,2,280
136876524,2,280,0,1223,24292,2,280
138516232,2,280,1967,1116,25039,2,280
139274804,2,280,1981,1116,25039,2,280
141654235,2,280,0,6775,33921,2,280
141939404,2,280,1997,7440,2151563,2,280
143065722,2,280,2004,2187,57108,2,280
145038543,2,280,2011,6775,33924,2,280
145090145,2,280,0,2187,14633,2,280
145091409,2,280,0,6733,2152749,2,280
145097404,2,280,0,6733,2152748,2,280
145177220,2,280,0,3085,2153269,2,280
145261560,2,280,2004,2187,34060,2,280
145934216,2,280,2001,2187,1777373,2,280
146847235,2,280,0,6775,33912,2,280
146901035,2,280,2011,2187,34059,2,280
147684147,2,280,0,1223,27360,2,280
147684147,2,280,0,2187,17524,2,280
147684147,2,280,0,1116,17471,2,280
147684147,2,280,0,6775,33921,2,280
147684147,2,280,0,2664,73190,2,280
147684147,2,280,0,6733,2152747,2,280
149534361,2,280,0,2187,34057,2,280
151543940,2,280,0,2187,11730,2,280
152148167,2,280,0,1116,25039,2,280
153086202,160,1515655,0,6775,33921,2,280
153086202,160,1515655,0,6775,33923,2,280
153683282,2,280,0,2187,14633,2,280
154141162,2,280,1999,2187,34059,2,280
155375564,2,280,2004,6775,11709,2,280
155712777,2,280,1974,1116,17847,2,280
157785192,2,280,2015,2187,12864,2,280
157820571,2,280,2005,6733,33762,2,280
158203824,2,280,0,2187,34060,2,280
161446090,2,280,1986,1116,33651,2,280
161963037,2,280,0,1223,27360,2,280
162471773,2,280,1982,2187,57108,2,280
162471773,2,280,0,2187,34059,2,280
162961362,2,280,1994,6774,20465,2,280
165004374,2,280,1976,2187,34057,2,280
165274176,76,1958117,2019,2187,12864,2,280
169103086,2,280,2004,1116,1777492,2,280
169108453,2,280,1993,2187,14633,2,280
169232358,2,280,0,2664,69089,2,280
169780490,2,280,1989,6775,33920,2,280
170259964,2,280,2011,2187,32448,2,280
171026162,2,280,2003,1116,31714,2,280
174805350,2,280,0,2187,313021,2,280
175210150,2,280,1996,6733,13540,2,280
176049104,2,280,1992,1116,33642,2,280
179171020,2,280,0,6774,32688,2,280
180385488,2,280,1998,2187,34060,2,280
180385488,2,280,2009,2187,34059,2,280
184750166,2,280,0,2187,5391,2,280
185552187,2,280,1994,2187,57108,2,280
185650306,2,280,0,1116,33641,2,280
186098887,2,280,1992,2187,5391,2,280
186369094,2,280,1978,1116,33641,2,280
188977674,2,280,0,2187,510058,2,280
189711225,2,280,0,1116,33652,2,280
191546638,2,280,1997,21511,34031,2,280
192484356,2,280,2003,2187,5391,2,280
192484356,2,280,2016,6775,11709,2,280
195166253,2,280,1993,6775,33913,2,280
200732011,2,280,2006,2187,14633,2,280
200801453,2,314,2012,1223,13718,2,280
201135775,2,280,2000,2187,5391,2,280
202073022,2,280,0,2187,17524,2,280
202073022,2,280,0,7440,2151566,2,280
203587608,2,280,1991,2187,34060,2,280
204237936,2,280,2013,2664,34044,2,280
206251055,2,280,0,1223,27360,2,280
212702264,2,280,0,6775,33918,2,280
215868312,2,280,0,6775,33912,2,280
216544535,2,280,0,2664,34044,2,280
227721746,2,916,2010,1223,13718,2,280
229202881,80,0,1999,2187,5391,2,280
229725123,2,280,2010,1116,33657,2,280
231670737,2,280,0,2187,34057,2,280
233360934,2,280,2011,3085,2153266,2,280
238956207,2,280,2014,6775,33921,2,280
239094208,2,280,2010,1116,31714,2,280
241365803,2,280,0,2187,34059,2,280
249771906,2,280,1982,2187,34057,2,280
251032266,2,280,1993,1223,10415,2,280
251032266,2,280,0,6775,11709,2,280
252172102,2,280,1987,2187,15556,2,280
255851531,2,280,2014,6774,10864,2,280
258201562,2,280,2008,7440,2151567,2,280
258201562,2,280,2017,6775,11709,2,280
258522208,2,280,2015,2187,15556,2,280
259009617,2,280,0,2187,14633,2,280
260076320,2,280,0,1223,27360,2,280
261491545,2,280,1995,7440,2151562,2,280
262750499,2,280,2005,2187,34057,2,280
264436445,2,280,0,6775,1038240,2,280
269337034,2,280,0,2187,34061,2,280
275335979,2,280,2005,2187,14633,2,280
276577178,2,280,0,1116,33641,2,280
279454520,2,280,0,1116,33653,2,280
