51759337,2,1057,2012,2548,28066,2,1057
12476238,2,1057,2003,2548,12612,2,1057
19950821,2,1057,2014,2786,83419,2,1057
28201132,2,1057,0,2786,54622,2,1057
31711287,2,1057,2012,2786,37652,2,1057
33205033,2,1057,2016,2548,6104,2,1057
34879470,2,1057,2014,2786,81300,2,1057
36525845,2,0,0,2548,12612,2,1057
69480236,2,1057,2011,2548,1150125,2,1057
131737848,2,1057,2008,2786,54622,2,1057
136745971,2,1507888,2016,39528,86845,2,1057
201523528,2,292,2012,2548,46218,2,1057
235951345,2,1057,1993,2548,2175724,2,1057
242869948,2,1057,2003,2548,6104,2,1057
8147592,2,1057,0,2548,72667,2,1057
8826542,2,1057,0,2786,12452,2,1057
11187168,2,1057,2014,2548,72667,2,1057
11187168,2,1057,2014,2548,46218,2,1057
16800651,2,1057,2018,2548,82525,2,1057
17938506,2,1057,2018,2548,78118,2,1057
17938506,2,1057,2014,101759,163366,2,627
22857996,2,1057,2015,2548,72667,2,1057
41444129,2,1057,0,2881,24412,2,314
56756479,2,1057,2013,2548,72667,2,1057
96174847,2,1057,2016,2786,12452,2,1057
133233426,2,1057,2013,2548,72667,2,1057
152679513,2,1057,2014,2548,72667,2,1057
320809641,2,1057,2018,2548,56949,2,1057
5373458,2,1057,2010,2548,35464,2,1057
12742795,2,1057,2011,2786,76457,2,1057
14298619,2,1057,2010,2786,83415,2,1057
15549074,2,1057,2012,2786,76457,2,1057
16152727,2,1057,2012,2786,76457,2,1057
19495355,2,1057,2012,2786,76457,2,1057
39544575,160,1709690,2012,2548,12612,2,1057
45121205,2,1057,2011,2786,76457,2,1057
52115925,2,0,0,2786,76457,2,1057
56384076,2,1057,2010,2786,54622,2,1057
57118004,2,1057,2011,2786,37652,2,1057
60473094,2,20532,2011,2786,76457,2,1057
64727803,2,1057,2010,24349,44647,2,1057
137896434,2,1507768,2011,2786,76457,2,1057
150278953,2,1057,2012,2786,76457,2,1057
157890924,2,1057,0,2548,46218,2,1057
197473761,2,1057,0,2786,83419,2,1057
198972823,2,1057,2006,2548,6104,2,1057
8972760,2,1057,2011,39528,86809,2,1057
10107291,2,1057,2017,2786,76457,2,1057
10608552,2,1057,2012,2786,83414,2,1057
13024880,2,1057,2012,2548,35363,2,1057
13415481,2,1057,0,2548,2175724,2,1057
17033130,2,1057,2012,2786,76457,2,1057
18406957,2,0,2011,2548,6104,2,1057
19083881,2,1057,2009,2786,37652,2,1057
19611070,2,1057,2013,2548,28066,2,1057
21710785,2,1057,2011,2786,74708,2,1057
23042540,2,1507888,2011,2548,82524,2,1057
25070114,2,1057,0,18628,52529,2,1057
25569749,2,1057,0,2786,37652,2,1057
25827397,2,1057,2011,2548,6104,2,1057
27263542,2,1057,1998,39528,86845,2,1057
29155046,2,1057,2009,2548,28066,2,1057
33066558,2,1057,2013,2786,24700,2,1057
34651766,2,1057,2011,21185,79363,2,1057
36705836,2,5514,2013,18628,52529,2,1057
47701204,2,1057,2006,2548,72667,2,1057
64112919,2,1057,0,2548,6104,2,1057
65623257,2,1057,2006,2786,76457,2,1057
77260772,2,1057,2016,2786,81300,2,1057
81888192,2,1057,2011,2548,55715,2,1057
82516917,2,1057,2010,39528,71743,2,1057
82861780,2,1057,0,2786,6638,2,1057
